Postal Code,Sales,Cluster_KMeans,Cluster_GMM
80219.0,470.376,1,3
80219.0,105.584,1,0
80219.0,31.152,1,1
80219.0,6.783,1,1
80219.0,406.368,1,3
40475.0,70.98,2,4
40475.0,294.93,2,3
97301.0,84.784,1,0
97301.0,20.736,1,1
97301.0,16.821,1,1
97301.0,10.368,1,1
78041.0,9.344,1,1
78041.0,31.2,1,1
92024.0,76.12,1,0
92024.0,1199.976,1,2
92024.0,445.96,1,3
92024.0,327.76,1,3
19134.0,11.632,0,1
19120.0,143.982,0,4
19120.0,494.376,0,3
19120.0,5.84,0,1
33614.0,142.776,2,4
33614.0,45.696,2,4
33614.0,7.218,2,1
33614.0,43.188,2,4
33614.0,131.904,2,4
19134.0,3.282,0,1
19134.0,21.168,0,1
19134.0,55.188,0,4
75217.0,369.576,1,3
75217.0,15.712,1,1
19143.0,8.448,0,1
19143.0,728.946,0,3
43123.0,119.94,2,4
43123.0,3.648,2,1
10011.0,40.48,0,4
10011.0,9.94,0,1
10011.0,107.424,0,4
10011.0,37.91,0,4
10011.0,88.02,0,4
60610.0,8.69,2,1
48126.0,301.96,2,3
48126.0,555.21,2,3
48126.0,523.48,2,3
48126.0,161.82,2,4
10009.0,35.56,0,4
98115.0,97.16,1,0
94122.0,15.24,1,1
94122.0,13.23,1,1
80013.0,243.384,1,3
80013.0,119.8,1,0
80013.0,300.768,1,3
33180.0,17.88,2,1
33180.0,235.944,2,3
31088.0,392.94,0,3
80013.0,18.882,1,1
80013.0,122.328,1,0
94591.0,1049.2,1,3
94591.0,15.424,1,1
55407.0,18.84,2,1
92691.0,330.4,1,3
92691.0,26.25,1,1
48307.0,132.52,2,4
7060.0,6.48,0,1
47201.0,209.3,2,3
85635.0,31.56,1,0
85635.0,30.144,1,0
98661.0,14.8,1,1
98661.0,302.376,1,3
98661.0,316.0,1,3
10024.0,379.4,0,3
10035.0,97.82,0,4
10035.0,103.12,0,4
43229.0,113.552,2,4
43229.0,3.318,2,1
43229.0,134.288,2,4
60505.0,701.372,2,3
60505.0,2.308,2,1
76017.0,999.432,1,3
76017.0,724.08,1,3
76017.0,918.785,1,3
76017.0,2.724,1,1
10011.0,459.95,0,3
40214.0,10.74,2,1
75081.0,23.76,1,1
75081.0,85.056,1,0
75081.0,381.576,1,3
44105.0,30.36,2,1
60653.0,23.976,2,1
60653.0,108.925,2,4
60653.0,36.352,2,1
62301.0,19.56,2,1
47201.0,61.44,2,4
47201.0,38.9,2,1
47201.0,99.39,2,4
75701.0,2.688,1,1
75701.0,27.816,1,1
75701.0,82.524,1,0
75701.0,182.994,1,0
10024.0,14.352,0,1
10024.0,64.96,0,4
10024.0,68.6,0,4
27217.0,7999.98,4,2
27217.0,167.44,0,4
39212.0,479.97,2,3
39212.0,14.62,2,1
39212.0,19.44,2,1
10035.0,191.984,0,3
22980.0,104.01,0,4
22980.0,284.82,0,3
22980.0,36.84,0,4
90036.0,166.24,1,0
90036.0,33.4,1,0
19013.0,198.272,0,3
19013.0,47.36,0,4
19013.0,200.984,0,3
19013.0,97.696,0,4
19013.0,2.696,0,1
19013.0,18.588,0,1
19013.0,4.896,0,1
44105.0,15.072,2,1
98103.0,209.88,1,0
90805.0,369.912,1,3
27511.0,10.368,0,1
27511.0,166.84,0,4
27511.0,15.216,0,1
10035.0,119.96,0,4
10035.0,883.92,0,3
10035.0,46.72,0,4
10035.0,55.48,0,4
32137.0,24.448,2,1
10550.0,281.34,0,3
10550.0,307.98,0,3
10550.0,299.97,0,3
98105.0,19.92,1,1
19901.0,9.94,0,1
43055.0,103.056,2,4
84057.0,59.808,1,0
84057.0,73.32,1,0
90045.0,146.82,1,0
48205.0,1652.94,3,2
48205.0,296.37,2,3
19140.0,129.92,0,4
33012.0,45.584,2,4
78745.0,17.568,1,1
78745.0,55.992,1,0
11572.0,182.72,0,4
11572.0,400.032,0,3
11572.0,33.63,0,4
11572.0,542.646,0,3
11572.0,6.3,0,1
98115.0,242.94,1,0
98115.0,179.97,1,0
98115.0,99.696,1,0
98115.0,27.936,1,1
98115.0,84.98,1,0
98115.0,18.72,1,1
94110.0,49.98,1,0
60540.0,11.784,2,1
60540.0,272.736,2,3
60540.0,3.54,2,1
75220.0,51.52,1,0
75220.0,3.528,1,1
75220.0,4.624,1,1
75220.0,55.168,1,0
92105.0,567.12,1,3
92105.0,359.32,1,3
60201.0,11.992,2,1
48183.0,58.05,2,4
48183.0,157.74,2,4
48183.0,56.98,2,4
48183.0,2.88,2,1
94110.0,1199.976,1,2
90036.0,79.92,1,0
32216.0,383.438,2,3
55016.0,24.56,2,1
55016.0,119.8,2,4
10009.0,13.128,0,1
54302.0,22.72,2,1
90004.0,58.32,1,0
30318.0,12.39,0,1
43229.0,107.982,2,4
71111.0,11.36,1,1
71111.0,50.94,1,0
71111.0,646.74,1,3
71111.0,5.64,1,1
71111.0,572.58,1,3
33710.0,310.88,2,3
22204.0,641.96,0,3
50315.0,18.28,2,1
50315.0,207.0,2,3
50315.0,32.35,2,1
50315.0,7.71,2,1
50315.0,40.3,2,1
50315.0,34.58,2,1
45231.0,32.76,2,1
94110.0,544.008,1,3
94110.0,59.94,1,0
94110.0,23.92,1,1
94110.0,4.28,1,1
43229.0,32.07,2,1
43229.0,24.0,2,1
43229.0,35.49,2,1
43229.0,47.984,2,4
29203.0,186.69,0,3
93534.0,17.456,1,1
93534.0,348.928,1,3
23223.0,143.96,0,4
23223.0,15.42,0,1
23223.0,43.04,0,4
23223.0,332.94,0,3
28806.0,1363.96,3,2
94110.0,9.96,1,1
94110.0,21.72,1,1
55901.0,20.16,2,1
14609.0,132.79,0,4
14609.0,12.96,0,1
14609.0,21.56,0,1
92530.0,283.92,1,3
92105.0,22.23,1,1
92105.0,215.968,1,0
10024.0,355.32,0,3
71203.0,12.96,1,1
94122.0,18.28,1,1
80219.0,43.176,1,0
80219.0,1983.968,3,2
68104.0,28.4,1,1
68104.0,149.97,1,3
98026.0,11.52,1,1
98026.0,1298.55,1,2
98026.0,213.92,1,0
98026.0,25.78,1,1
92704.0,18.28,1,1
92704.0,1399.93,3,2
53209.0,51.84,2,4
19140.0,5.344,0,1
19140.0,41.472,0,4
19140.0,3.168,0,1
19140.0,1228.465,0,2
19140.0,31.086,0,1
19140.0,335.52,0,3
7109.0,239.97,0,3
7109.0,9.82,0,1
94110.0,67.8,1,0
94110.0,167.97,1,0
55044.0,35.0,2,1
55044.0,37.24,2,1
55044.0,15.28,2,1
41042.0,301.96,2,3
41042.0,180.66,2,3
41042.0,191.98,2,3
41042.0,65.99,2,4
33614.0,35.216,2,1
33614.0,23.696,2,1
33614.0,265.475,2,3
75701.0,51.184,1,0
38401.0,9.664,2,1
76106.0,21.072,1,1
10035.0,60.45,0,4
10035.0,11.52,0,1
10035.0,186.048,0,3
90036.0,37.44,1,0
90036.0,26.976,1,0
90036.0,11.36,1,1
90036.0,14.62,1,1
40214.0,83.72,2,4
40214.0,287.94,2,3
44052.0,48.896,2,4
7036.0,115.36,0,4
93905.0,5.16,1,1
93905.0,38.88,1,0
39212.0,185.88,2,3
10035.0,44.46,0,4
10035.0,242.94,0,3
10035.0,39.96,0,4
10035.0,102.3,0,4
10035.0,21.36,0,1
8901.0,7.61,0,1
8901.0,7.16,0,1
94122.0,7.36,1,1
94122.0,23.1,1,1
32216.0,191.472,2,3
32216.0,5.248,2,1
32216.0,59.184,2,4
22153.0,2.89,0,1
22153.0,51.94,0,4
19140.0,15.936,0,1
17602.0,44.91,0,4
19143.0,1141.47,0,2
19143.0,280.782,0,3
3301.0,34.44,0,4
10009.0,11.36,0,1
10009.0,106.344,0,4
28205.0,192.16,0,3
3301.0,322.59,0,3
3301.0,29.99,0,1
3301.0,371.97,0,3
19120.0,5.892,0,1
10024.0,68.472,0,4
10024.0,1242.9,0,2
22153.0,30.84,0,1
94109.0,13.48,1,1
48227.0,31.4,2,1
14609.0,17.46,0,1
90045.0,13.944,1,1
92105.0,83.76,1,0
21044.0,37.66,0,4
94122.0,34.68,1,0
10801.0,149.95,0,4
10801.0,51.312,0,4
48227.0,4.54,2,1
48227.0,15.92,2,1
48227.0,543.92,2,3
94122.0,155.82,1,0
94122.0,70.008,1,0
77095.0,15.648,1,1
48227.0,103.6,2,4
13021.0,46.96,0,4
45503.0,8.904,2,1
75043.0,10.44,1,1
75043.0,18.336,1,1
60653.0,323.976,2,3
90032.0,20.04,1,1
90032.0,64.96,1,0
90032.0,12.96,1,1
10009.0,323.136,0,3
10009.0,90.93,0,4
10009.0,52.776,0,4
49201.0,1199.8,3,2
49201.0,1928.78,3,2
49201.0,352.38,2,3
6360.0,22.2,0,1
53209.0,46.94,2,4
53209.0,143.73,2,4
78207.0,99.918,1,0
78207.0,797.944,1,3
78207.0,8.568,1,1
75220.0,149.352,1,0
75220.0,12.992,1,1
22304.0,24.56,0,1
10009.0,85.14,0,4
10009.0,21.99,0,1
10009.0,406.6,0,3
10011.0,841.568,0,3
19143.0,15.552,0,1
19143.0,252.0,0,3
22153.0,46.2,0,4
22153.0,28.84,0,1
43615.0,14.592,2,1
43615.0,89.856,2,4
43615.0,13.872,2,1
19140.0,12.192,0,1
19120.0,45.056,0,4
19120.0,29.718,0,1
19120.0,15.552,0,1
19120.0,447.696,0,3
87401.0,159.99,1,0
92503.0,12.96,1,1
92503.0,134.48,1,0
94110.0,17.12,1,1
90503.0,6.096,1,1
90503.0,1114.272,1,3
98105.0,32.4,1,0
98105.0,540.57,1,3
98105.0,167.76,1,0
85204.0,393.165,1,3
19120.0,516.488,0,3
19120.0,1007.232,0,3
19120.0,2065.32,3,2
19120.0,15.552,0,1
19120.0,25.344,0,1
19143.0,25.472,0,1
78664.0,27.168,1,1
78664.0,78.8528,1,0
39212.0,173.8,2,4
85023.0,29.592,1,1
85023.0,4.752,1,1
85023.0,15.552,1,1
92054.0,204.6,1,0
94110.0,321.568,1,3
72701.0,6.24,1,1
94110.0,21.88,1,1
33433.0,4.608,2,1
10011.0,9.82,0,1
10011.0,35.97,0,4
10011.0,12.96,0,1
10011.0,191.6,0,3
10011.0,8.64,0,1
10011.0,501.81,0,3
19134.0,127.104,0,4
19134.0,124.2,0,4
19134.0,18.588,0,1
19134.0,30.072,0,1
10011.0,160.93,0,4
10011.0,75.792,0,4
97206.0,1.08,1,1
48205.0,3059.982,3,2
28403.0,3.282,0,1
47201.0,34.02,2,1
10035.0,599.292,0,3
80027.0,3.392,1,1
80027.0,559.984,1,3
80027.0,603.92,1,3
77506.0,7.968,1,1
77506.0,27.968,1,1
77506.0,336.51,1,3
77041.0,1.112,1,1
13021.0,520.05,0,3
13021.0,17.97,0,1
32216.0,1166.92,2,2
10024.0,14.624,0,1
95123.0,10.23,1,1
95123.0,154.9,1,0
23464.0,2715.93,3,2
23464.0,617.97,0,3
42420.0,10.67,2,1
42420.0,36.63,2,1
42420.0,24.1,2,1
42420.0,33.11,2,1
98661.0,44.02,1,0
10024.0,2309.65,3,2
10024.0,1090.782,0,2
10024.0,19.44,0,1
92563.0,484.65,1,3
28540.0,115.296,0,4
85254.0,7.08,1,1
85254.0,4.401,1,1
52601.0,44.75,2,4
60653.0,95.984,2,4
92037.0,151.72,1,0
98502.0,155.25,1,0
98502.0,14.03,1,1
98103.0,1618.37,3,2
98103.0,99.6,1,0
90036.0,32.4,1,0
10011.0,13.96,0,1
10011.0,155.82,0,4
10011.0,124.95,0,4
10011.0,601.65,0,3
20016.0,22.74,0,1
20016.0,1267.53,3,2
20016.0,1379.92,3,2
19134.0,6.208,0,1
90045.0,11.808,1,1
45503.0,15.552,2,1
45503.0,63.312,2,4
45503.0,15.588,2,1
7601.0,177.2,0,4
7601.0,197.97,0,3
7601.0,854.94,0,3
7601.0,124.11,0,4
7601.0,14.4,0,1
45231.0,15.696,2,1
45231.0,2.628,2,1
45231.0,14.427,2,1
65109.0,86.62,2,4
90004.0,36.624,1,0
27217.0,23.968,0,1
27217.0,28.728,0,1
63376.0,697.16,2,3
10035.0,31.86,0,1
10035.0,722.352,0,3
60610.0,8.84,2,1
60610.0,58.464,2,4
61107.0,254.604,2,3
33142.0,1363.96,3,2
33142.0,102.36,2,4
94109.0,1113.504,1,3
94109.0,99.99,1,0
19134.0,168.464,0,4
19134.0,6.72,0,1
19134.0,282.888,0,3
10009.0,11.16,0,1
10009.0,108.4,0,4
10009.0,82.344,0,4
10009.0,9.088,0,1
92037.0,19.936,1,1
92037.0,65.568,1,0
19143.0,4.416,0,1
77095.0,107.772,1,0
43615.0,45.216,2,4
43615.0,10.416,2,1
43615.0,7.872,2,1
43615.0,118.782,2,4
43615.0,1.448,2,1
43615.0,55.47,2,4
