Category,Order Date,Sales
Furniture,2015-11-15,10.11
Furniture,2015-11-16,343.27049999999997
Furniture,2015-11-17,5270.08
Furniture,2015-11-18,2191.732
Furniture,2015-11-19,1025.88
Furniture,2015-11-23,1147.1
Furniture,2015-11-24,1029.808
Furniture,2015-11-25,2302.9669999999996
Furniture,2015-11-26,19.3
Furniture,2015-11-27,199.9
Furniture,2015-11-28,808.932
Furniture,2015-12-01,4513.606
Furniture,2015-12-02,1282.8
Furniture,2015-12-06,525.192
Furniture,2015-12-08,723.24
Furniture,2015-12-10,338.352
Furniture,2015-12-12,4695.6005
Furniture,2015-12-13,182.38799999999998
Furniture,2015-12-14,322.834
Furniture,2015-12-15,1223.786
Furniture,2015-12-16,2789.808
Furniture,2015-12-19,1819.86
Furniture,2015-12-20,4039.8140000000003
Furniture,2015-12-21,1897.92
Furniture,2015-12-23,118.10000000000001
Furniture,2015-12-24,346.622
Furniture,2015-12-26,1353.158
Furniture,2015-12-27,1212.798
Furniture,2015-12-29,143.172
Furniture,2015-12-30,523.764
Furniture,2015-12-31,2584.5280000000002
Furniture,2016-01-02,452.45
Furniture,2016-01-03,1352.3976
Furniture,2016-01-04,192.22
Furniture,2016-01-05,61.584
Furniture,2016-01-10,1018.104
Furniture,2016-01-13,542.45
Furniture,2016-01-17,254.744
Furniture,2016-01-19,301.742
Furniture,2016-01-27,2985.906
Furniture,2016-01-28,4297.644
Furniture,2016-01-30,227.36
Furniture,2016-01-31,53.34
Furniture,2016-02-03,256.202
Furniture,2016-02-06,1552.74
Furniture,2016-02-09,244.70399999999998
Furniture,2016-02-18,35.544
Furniture,2016-02-27,493.92
Furniture,2016-02-28,551.264
Furniture,2016-03-01,1412.7504
Furniture,2016-03-02,787.53
Furniture,2016-03-05,521.259
Furniture,2016-03-06,435.26
Furniture,2016-03-08,1746.9499999999998
Furniture,2016-03-12,37.288
Furniture,2016-03-13,1384.856
Furniture,2016-03-16,215.09
Furniture,2016-03-22,91.96
Furniture,2016-03-23,107.772
Furniture,2016-03-24,405.95799999999997
Furniture,2016-03-29,1186.8400000000001
Furniture,2016-03-30,366.744
Furniture,2016-03-31,22.38
Furniture,2016-04-04,108.4
Furniture,2016-04-05,1799.394
Furniture,2016-04-09,369.912
Furniture,2016-04-11,121.888
Furniture,2016-04-13,1811.432
Furniture,2016-04-16,1847.884
Furniture,2016-04-18,152.836
Furniture,2016-04-20,595.38
Furniture,2016-04-21,401.84000000000003
Furniture,2016-04-25,128.058
Furniture,2016-04-26,1592.8495
Furniture,2016-04-27,1267.53
Furniture,2016-04-30,278.295
Furniture,2016-05-01,63.552
Furniture,2016-05-03,1509.996
Furniture,2016-05-04,49.088
Furniture,2016-05-07,244.006
Furniture,2016-05-08,339.51599999999996
Furniture,2016-05-11,191.968
Furniture,2016-05-12,21.968
Furniture,2016-05-14,1452.7875
Furniture,2016-05-20,163.136
Furniture,2016-05-23,75.33
Furniture,2016-05-24,602.651
Furniture,2016-05-25,14.73
Furniture,2016-05-26,230.856
Furniture,2016-05-29,358.626
Furniture,2016-05-31,4056.74
Furniture,2016-06-04,35.28
Furniture,2016-06-05,1522.638
Furniture,2016-06-09,355.36
Furniture,2016-06-11,1201.752
Furniture,2016-06-12,43.296
Furniture,2016-06-14,51.072
Furniture,2016-06-15,404.96000000000004
Furniture,2016-06-16,197.372
Furniture,2016-06-18,779.336
Furniture,2016-06-19,12.56
Furniture,2016-06-20,257.64
Furniture,2016-06-22,796.425
Furniture,2016-06-23,27.42
Furniture,2016-06-25,280.234
Furniture,2016-06-26,332.94
Furniture,2016-06-28,1104.7
Furniture,2016-06-29,137.986
Furniture,2016-07-02,950.378
Furniture,2016-07-03,522.332
Furniture,2016-07-05,9.856
Furniture,2016-07-06,642.092
Furniture,2016-07-09,181.96
Furniture,2016-07-11,856.4680000000001
Furniture,2016-07-12,391.367
Furniture,2016-07-13,1931.04
Furniture,2016-07-14,569.684
Furniture,2016-07-16,2199.836
Furniture,2016-07-17,427.38599999999997
Furniture,2016-07-20,1298.374
Furniture,2016-07-23,128.82
Furniture,2016-07-24,20.94
Furniture,2016-07-25,1625.048
Furniture,2016-07-26,659.517
Furniture,2016-07-30,161.16
Furniture,2016-07-31,1090.782
Furniture,2016-08-01,1004.976
Furniture,2016-08-02,388.48
Furniture,2016-08-05,14.76
Furniture,2016-08-06,369.1992
Furniture,2016-08-07,212.94
Furniture,2016-08-08,144.784
Furniture,2016-08-09,1755.8760000000002
Furniture,2016-08-11,46.152
Furniture,2016-08-13,31.56
Furniture,2016-08-15,104.23
Furniture,2016-08-16,555.822
Furniture,2016-08-21,1754.848
Furniture,2016-08-24,1218.059
Furniture,2016-08-25,68.768
Furniture,2016-08-28,415.307
Furniture,2016-08-31,1552.831
Furniture,2016-09-01,185.1
Furniture,2016-09-03,367.72
Furniture,2016-09-05,778.651
Furniture,2016-09-06,463.584
Furniture,2016-09-07,556.106
Furniture,2016-09-08,21.36
Furniture,2016-09-10,648.526
Furniture,2016-09-11,244.23999999999998
Furniture,2016-09-13,1816.2020000000002
Furniture,2016-09-14,1082.886
Furniture,2016-09-15,1976.884
Furniture,2016-09-17,10006.173999999999
Furniture,2016-09-18,24.4
Furniture,2016-09-19,122.80000000000001
Furniture,2016-09-21,3119.064
Furniture,2016-09-22,252.57999999999998
Furniture,2016-09-24,1940.51
Furniture,2016-09-25,1454.348
Furniture,2016-09-27,24.288
Furniture,2016-10-02,11.032
Furniture,2016-10-03,156.156
Furniture,2016-10-04,457.884
Furniture,2016-10-05,357.462
Furniture,2016-10-08,218.68
Furniture,2016-10-09,389.97
Furniture,2016-10-11,957.5775
Furniture,2016-10-12,1735.158
Furniture,2016-10-13,287.94
Furniture,2016-10-15,2601.946
Furniture,2016-10-18,10.11
Furniture,2016-10-20,455.55600000000004
Furniture,2016-10-23,1275.104
Furniture,2016-10-24,801.633
Furniture,2016-10-25,1126.612
Furniture,2016-10-28,57.21
Furniture,2016-10-30,15.488
Furniture,2016-10-31,748.969
Furniture,2016-11-01,1094.388
Furniture,2016-11-02,4379.385
Furniture,2016-11-03,1491.4199999999998
Furniture,2016-11-05,207.0
Furniture,2016-11-07,970.8800000000001
Furniture,2016-11-08,5252.4259999999995
Furniture,2016-11-09,1024.38
Furniture,2016-11-10,29.22
Furniture,2016-11-12,670.0559999999999
Furniture,2016-11-13,1097.8052
Furniture,2016-11-14,1190.332
Furniture,2016-11-15,39.96
Furniture,2016-11-16,1784.164
Furniture,2016-11-17,1667.028
Furniture,2016-11-19,141.96
Furniture,2016-11-20,1656.6999999999998
Furniture,2016-11-21,2055.7748
Furniture,2016-11-22,206.962
Furniture,2016-11-24,79.76
Furniture,2016-11-26,692.472
Furniture,2016-11-27,1315.3955
Furniture,2016-11-28,625.962
Furniture,2016-11-29,1408.8700000000001
Furniture,2016-11-30,1115.2
Furniture,2016-12-01,6600.68
Furniture,2016-12-03,440.411
Furniture,2016-12-04,1200.268
Furniture,2016-12-05,306.53
Furniture,2016-12-06,390.718
Furniture,2016-12-07,363.84000000000003
Furniture,2016-12-10,1536.8600000000001
Furniture,2016-12-11,541.862
Furniture,2016-12-12,515.428
Furniture,2016-12-14,50.62
Furniture,2016-12-15,262.864
Furniture,2016-12-17,1245.642
Furniture,2016-12-18,20.32
Furniture,2016-12-19,1053.164
Furniture,2016-12-20,373.426
Furniture,2016-12-21,1670.126
Furniture,2016-12-22,422.625
Furniture,2016-12-24,1563.9940000000001
Furniture,2016-12-25,1433.5639999999999
Furniture,2016-12-26,326.646
Furniture,2016-12-27,2477.9031999999997
Furniture,2016-12-31,14.76
Furniture,2017-01-02,173.94
Furniture,2017-01-03,1592.85
Furniture,2017-01-07,23.076
Furniture,2017-01-08,1565.88
Furniture,2017-01-09,15.168
Furniture,2017-01-10,104.77000000000001
Furniture,2017-01-11,54.992
Furniture,2017-01-14,315.776
Furniture,2017-01-15,181.797
Furniture,2017-01-17,322.59
Furniture,2017-01-21,1167.056
Furniture,2017-01-22,575.308
Furniture,2017-01-23,59.99
Furniture,2017-01-25,359.702
Furniture,2017-01-30,1109.848
Furniture,2017-02-02,92.474
Furniture,2017-02-03,866.4
Furniture,2017-02-04,14.368
Furniture,2017-02-05,816.548
Furniture,2017-02-06,132.224
Furniture,2017-02-08,241.5
Furniture,2017-02-14,560.991
Furniture,2017-02-16,935.644
Furniture,2017-02-19,44.46
Furniture,2017-02-21,204.75
Furniture,2017-02-27,16.192
Furniture,2017-03-01,836.592
Furniture,2017-03-03,1236.6059999999998
Furniture,2017-03-06,305.02
Furniture,2017-03-08,215.95999999999998
Furniture,2017-03-09,354.9
Furniture,2017-03-10,176.784
Furniture,2017-03-11,351.262
Furniture,2017-03-12,770.352
Furniture,2017-03-13,1100.425
Furniture,2017-03-14,476.736
Furniture,2017-03-15,1352.032
Furniture,2017-03-17,971.5
Furniture,2017-03-18,189.882
Furniture,2017-03-19,107.594
Furniture,2017-03-20,783.61
Furniture,2017-03-21,627.8019999999999
Furniture,2017-03-22,167.888
Furniture,2017-03-24,301.47
Furniture,2017-03-27,60.16
Furniture,2017-03-29,1558.091
Furniture,2017-03-31,327.996
Furniture,2017-04-01,1324.532
Furniture,2017-04-02,1454.9
Furniture,2017-04-03,71.12
Furniture,2017-04-04,82.64
Furniture,2017-04-07,658.746
Furniture,2017-04-08,1024.208
Furniture,2017-04-09,556.665
Furniture,2017-04-12,1176.56
Furniture,2017-04-14,1317.336
Furniture,2017-04-15,1121.568
Furniture,2017-04-16,9.96
Furniture,2017-04-17,355.24300000000005
Furniture,2017-04-18,472.252
Furniture,2017-04-19,205.176
Furniture,2017-04-22,1414.3700000000001
Furniture,2017-04-24,1325.76
Furniture,2017-04-26,434.646
Furniture,2017-04-28,71.912
Furniture,2017-04-30,134.496
Furniture,2017-05-01,370.62
Furniture,2017-05-02,553.8000000000001
Furniture,2017-05-03,51.968
Furniture,2017-05-05,2072.464
Furniture,2017-05-06,96.31200000000001
Furniture,2017-05-07,506.444
Furniture,2017-05-08,211.96
Furniture,2017-05-12,10.02
Furniture,2017-05-14,109.576
Furniture,2017-05-16,282.84
Furniture,2017-05-17,195.848
Furniture,2017-05-19,717.64
Furniture,2017-05-20,1049.2
Furniture,2017-05-22,174.286
Furniture,2017-05-23,37.05
Furniture,2017-05-25,24.96
Furniture,2017-05-26,941.444
Furniture,2017-05-27,3535.66
Furniture,2017-05-28,390.272
Furniture,2017-05-29,44.76
Furniture,2017-05-30,3292.308
Furniture,2017-05-31,223.143
Furniture,2017-06-04,810.5409999999999
Furniture,2017-06-09,815.292
Furniture,2017-06-10,1335.68
Furniture,2017-06-11,915.256
Furniture,2017-06-12,433.396
Furniture,2017-06-14,3353.7290000000003
Furniture,2017-06-17,1685.43
Furniture,2017-06-20,219.258
Furniture,2017-06-21,353.568
Furniture,2017-06-25,540.016
Furniture,2017-06-26,59.88
Furniture,2017-06-27,539.658
Furniture,2017-06-28,121.96
Furniture,2017-06-30,1266.86
Furniture,2017-07-02,723.6139999999999
Furniture,2017-07-04,1329.9650000000001
Furniture,2017-07-07,817.278
Furniture,2017-07-08,662.88
Furniture,2017-07-09,573.286
Furniture,2017-07-14,661.6859999999999
Furniture,2017-07-15,230.28
Furniture,2017-07-16,9.552
Furniture,2017-07-17,37.17
Furniture,2017-07-18,1539.17
Furniture,2017-07-19,690.48
Furniture,2017-07-21,363.92
Furniture,2017-07-22,39.068
Furniture,2017-07-24,253.764
Furniture,2017-07-25,2996.708
Furniture,2017-07-28,504.87
Furniture,2017-07-31,1136.068
Furniture,2017-08-01,19.312
Furniture,2017-08-02,136.464
Furniture,2017-08-04,109.8
Furniture,2017-08-08,513.024
Furniture,2017-08-12,917.2045
Furniture,2017-08-13,241.96
Furniture,2017-08-15,537.326
Furniture,2017-08-16,161.28
Furniture,2017-08-18,14.896
Furniture,2017-08-21,3702.348
Furniture,2017-08-22,98.328
Furniture,2017-08-23,555.3119999999999
Furniture,2017-08-26,3262.232
Furniture,2017-08-27,244.615
Furniture,2017-08-28,156.3728
Furniture,2017-08-29,405.79999999999995
Furniture,2017-08-30,833.784
Furniture,2017-09-01,191.82
Furniture,2017-09-02,1476.154
Furniture,2017-09-03,642.396
Furniture,2017-09-04,106.53999999999999
Furniture,2017-09-05,3461.917
Furniture,2017-09-06,722.352
Furniture,2017-09-08,3374.9816
Furniture,2017-09-09,15.008
Furniture,2017-09-10,300.93
Furniture,2017-09-12,1679.8719999999998
Furniture,2017-09-13,1336.44
Furniture,2017-09-15,1128.39
Furniture,2017-09-16,395.446
Furniture,2017-09-17,430.008
Furniture,2017-09-18,3218.74
Furniture,2017-09-19,1599.324
Furniture,2017-09-20,279.36
Furniture,2017-09-22,100.672
Furniture,2017-09-23,1114.426
Furniture,2017-09-24,931.202
Furniture,2017-09-25,1141.431
Furniture,2017-09-26,1627.4805
Furniture,2017-09-27,956.6648
Furniture,2017-09-30,523.92
Furniture,2017-10-01,567.2860000000001
Furniture,2017-10-03,1552.508
Furniture,2017-10-04,250.94000000000003
Furniture,2017-10-08,51.712
Furniture,2017-10-09,502.4
Furniture,2017-10-10,211.666
Furniture,2017-10-13,1017.71
Furniture,2017-10-14,102.592
Furniture,2017-10-16,142.182
Furniture,2017-10-17,241.64600000000002
Furniture,2017-10-18,307.92
Furniture,2017-10-20,504.922
Furniture,2017-10-21,1967.192
Furniture,2017-10-22,173.26
Furniture,2017-10-23,16.156
Furniture,2017-10-27,758.8240000000001
Furniture,2017-10-28,1111.368
Furniture,2017-10-29,67.0
Furniture,2017-10-31,2265.7250000000004
Furniture,2017-11-03,1554.779
Furniture,2017-11-04,2007.59
Furniture,2017-11-05,2964.4408
Furniture,2017-11-06,563.5360000000001
Furniture,2017-11-07,1662.416
Furniture,2017-11-08,993.9000000000001
Furniture,2017-11-10,1004.9879999999999
Furniture,2017-11-11,3472.65
Furniture,2017-11-12,4158.352
Furniture,2017-11-13,54.08
Furniture,2017-11-14,856.56
Furniture,2017-11-15,630.024
Furniture,2017-11-18,557.068
Furniture,2017-11-19,34.288000000000004
Furniture,2017-11-20,702.036
Furniture,2017-11-21,514.21
Furniture,2017-11-22,39.88
Furniture,2017-11-23,84.81599999999999
Furniture,2017-11-24,2324.632
Furniture,2017-11-25,1762.962
Furniture,2017-11-26,4315.22
Furniture,2017-11-27,362.583
Furniture,2017-11-28,530.472
Furniture,2017-11-29,242.176
Furniture,2017-11-30,389.97
Furniture,2017-12-01,1801.2649999999999
Furniture,2017-12-02,868.8040000000001
Furniture,2017-12-03,2140.888
Furniture,2017-12-04,113.79
Furniture,2017-12-05,2225.6
Furniture,2017-12-08,2698.4539999999997
Furniture,2017-12-09,1136.8339999999998
Furniture,2017-12-10,1746.468
Furniture,2017-12-11,2461.796
Furniture,2017-12-12,417.12
Furniture,2017-12-13,1114.272
Furniture,2017-12-14,611.724
Furniture,2017-12-15,2231.895
Furniture,2017-12-16,563.92
Furniture,2017-12-17,2003.52
Furniture,2017-12-18,1183.99
Furniture,2017-12-19,759.8900000000001
Furniture,2017-12-20,18.92
Furniture,2017-12-22,919.3040000000001
Furniture,2017-12-23,1002.84
Furniture,2017-12-24,843.52
Furniture,2017-12-25,6636.862999999999
Furniture,2017-12-26,1262.004
Furniture,2017-12-27,845.488
Furniture,2017-12-29,825.01
Furniture,2017-12-30,170.786
Furniture,2018-01-01,975.49
Furniture,2018-01-02,913.43
Furniture,2018-01-08,892.98
Furniture,2018-01-12,37.68
Furniture,2018-01-13,212.94
Furniture,2018-01-16,730.2620000000001
Furniture,2018-01-19,919.2389999999999
Furniture,2018-01-20,207.846
Furniture,2018-01-21,84.98
Furniture,2018-01-23,210.98
Furniture,2018-01-26,62.72
Furniture,2018-01-28,37.74
Furniture,2018-01-30,643.875
Furniture,2018-02-02,296.84000000000003
Furniture,2018-02-03,22.2
Furniture,2018-02-06,600.754
Furniture,2018-02-09,25.104
Furniture,2018-02-10,203.983
Furniture,2018-02-11,1110.704
Furniture,2018-02-13,107.53
Furniture,2018-02-16,608.25
Furniture,2018-02-17,1955.5703999999998
Furniture,2018-02-19,44.67
Furniture,2018-02-20,477.844
Furniture,2018-02-25,428.70399999999995
Furniture,2018-02-26,892.224
Furniture,2018-03-02,441.96
Furniture,2018-03-03,751.004
Furniture,2018-03-04,103.5
Furniture,2018-03-06,71.97
Furniture,2018-03-10,983.976
Furniture,2018-03-11,181.484
Furniture,2018-03-13,89.768
Furniture,2018-03-16,51.264
Furniture,2018-03-18,82.524
Furniture,2018-03-19,728.0899999999999
Furniture,2018-03-20,2.91
Furniture,2018-03-21,1828.0200000000002
Furniture,2018-03-23,211.84
Furniture,2018-03-24,479.61
Furniture,2018-03-25,1986.52
Furniture,2018-03-26,318.408
Furniture,2018-03-27,2142.244
Furniture,2018-03-28,48.04
Furniture,2018-03-30,94.2
Furniture,2018-03-31,296.1128
Furniture,2018-04-01,828.966
Furniture,2018-04-02,436.91
Furniture,2018-04-03,25.472
Furniture,2018-04-07,1112.5465
Furniture,2018-04-08,637.14
Furniture,2018-04-10,48.992
Furniture,2018-04-13,436.704
Furniture,2018-04-14,515.0740000000001
Furniture,2018-04-15,196.45
Furniture,2018-04-16,102.833
Furniture,2018-04-17,278.664
Furniture,2018-04-20,470.394
Furniture,2018-04-21,1071.42
Furniture,2018-04-22,272.632
Furniture,2018-04-23,567.2520000000001
Furniture,2018-04-25,344.981
Furniture,2018-04-26,1.988
Furniture,2018-04-27,359.8456
Furniture,2018-04-29,1048.35
Furniture,2018-04-30,309.344
Furniture,2018-05-01,4051.534
Furniture,2018-05-02,129.93
Furniture,2018-05-03,405.918
Furniture,2018-05-04,300.904
Furniture,2018-05-05,89.991
Furniture,2018-05-06,623.4648
Furniture,2018-05-07,1962.0900000000001
Furniture,2018-05-08,176.04999999999998
Furniture,2018-05-09,493.85
Furniture,2018-05-11,217.97500000000002
Furniture,2018-05-12,328.33000000000004
Furniture,2018-05-13,458.43
Furniture,2018-05-14,1179.67
Furniture,2018-05-15,303.544
Furniture,2018-05-18,342.0
Furniture,2018-05-19,2624.58
Furniture,2018-05-20,525.2520000000001
Furniture,2018-05-21,520.05
Furniture,2018-05-22,181.986
Furniture,2018-05-23,171.288
Furniture,2018-05-25,18.84
Furniture,2018-05-27,512.3
Furniture,2018-05-28,799.689
Furniture,2018-05-29,71.664
Furniture,2018-05-30,468.2284
Furniture,2018-06-03,661.504
Furniture,2018-06-04,62.32
Furniture,2018-06-06,4.95
Furniture,2018-06-08,1497.666
Furniture,2018-06-09,132.901
Furniture,2018-06-10,514.165
Furniture,2018-06-11,455.212
Furniture,2018-06-12,1337.124
Furniture,2018-06-13,761.4380000000001
Furniture,2018-06-15,928.2079999999999
Furniture,2018-06-16,1514.92
Furniture,2018-06-17,155.25
Furniture,2018-06-18,917.9235
Furniture,2018-06-19,1256.385
Furniture,2018-06-21,17.92
Furniture,2018-06-22,487.96
Furniture,2018-06-24,449.454
Furniture,2018-06-25,1272.184
Furniture,2018-06-26,800.0020000000001
Furniture,2018-06-27,317.94599999999997
Furniture,2018-06-29,1381.2932
Furniture,2018-06-30,2105.661
Furniture,2018-07-03,1016.678
Furniture,2018-07-05,332.028
Furniture,2018-07-06,361.376
Furniture,2018-07-07,87.21
Furniture,2018-07-08,484.1
Furniture,2018-07-09,526.45
Furniture,2018-07-10,18.84
Furniture,2018-07-13,91.008
Furniture,2018-07-14,692.45
Furniture,2018-07-15,1847.529
Furniture,2018-07-16,71.372
Furniture,2018-07-17,1241.149
Furniture,2018-07-18,1473.888
Furniture,2018-07-20,539.4159999999999
Furniture,2018-07-21,661.4399999999999
Furniture,2018-07-22,526.344
Furniture,2018-07-25,456.79999999999995
Furniture,2018-07-26,362.352
Furniture,2018-07-27,129.802
Furniture,2018-07-29,418.63
Furniture,2018-07-31,36.96
Furniture,2018-08-03,307.332
Furniture,2018-08-06,161.14000000000001
Furniture,2018-08-07,258.93399999999997
Furniture,2018-08-10,121.3
Furniture,2018-08-12,1834.8200000000002
Furniture,2018-08-13,455.632
Furniture,2018-08-14,418.296
Furniture,2018-08-17,4970.114
Furniture,2018-08-18,204.38
Furniture,2018-08-21,2070.832
Furniture,2018-08-22,524.54
Furniture,2018-08-23,2.784
Furniture,2018-08-25,130.98
Furniture,2018-08-26,64.96
Furniture,2018-08-27,2037.74
Furniture,2018-08-28,1137.75
Furniture,2018-08-29,148.02
Furniture,2018-08-31,569.568
Furniture,2018-09-01,896.72
Furniture,2018-09-02,2016.0520000000001
Furniture,2018-09-03,620.631
Furniture,2018-09-04,3722.982
Furniture,2018-09-07,470.688
Furniture,2018-09-08,1000.239
Furniture,2018-09-09,482.56399999999996
Furniture,2018-09-10,362.352
Furniture,2018-09-11,2810.894
Furniture,2018-09-12,8.36
Furniture,2018-09-14,830.718
Furniture,2018-09-15,2612.768
Furniture,2018-09-16,22.512
Furniture,2018-09-17,2335.29
Furniture,2018-09-18,30.14
Furniture,2018-09-19,481.804
Furniture,2018-09-20,5496.174
Furniture,2018-09-22,254.03
Furniture,2018-09-23,804.732
Furniture,2018-09-24,1427.24
Furniture,2018-09-25,805.736
Furniture,2018-09-26,428.37600000000003
Furniture,2018-09-28,42.016000000000005
Furniture,2018-09-29,553.6880000000001
Furniture,2018-10-01,559.76
Furniture,2018-10-02,2758.464
Furniture,2018-10-03,255.20800000000003
Furniture,2018-10-04,19.98
Furniture,2018-10-05,935.802
Furniture,2018-10-06,41.96
Furniture,2018-10-07,462.43
Furniture,2018-10-08,145.764
Furniture,2018-10-09,1333.393
Furniture,2018-10-10,239.358
Furniture,2018-10-12,3123.3280000000004
Furniture,2018-10-13,1514.996
Furniture,2018-10-14,9.46
Furniture,2018-10-15,532.96
Furniture,2018-10-16,2422.558
Furniture,2018-10-19,531.1622
Furniture,2018-10-20,328.29999999999995
Furniture,2018-10-21,1470.238
Furniture,2018-10-22,1005.3409999999999
Furniture,2018-10-23,1193.4
Furniture,2018-10-24,517.405
Furniture,2018-10-26,356.85
Furniture,2018-10-27,746.241
Furniture,2018-10-28,77.952
Furniture,2018-10-30,1301.758
Furniture,2018-11-01,2665.62
Furniture,2018-11-02,1159.624
